activation_name,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,avg_mem_size_bytes,inactive_time_s,avg_swap_time_s,recomp_time_s,recomp_memory_bytes,recompute_ratio
relu__37,2675,2676,4591,4594,3211264,0.18473337588878347,0.0,0.003136,3211264,3136.0
convolution_41,2676,2678,4587,4587,3211264,0.18427193589182567,0.0,0.003136,3211264,3136.0
getitem_167,2680,-1,4587,4587,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_168,2681,-1,4587,4587,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_169,2682,-1,4587,4587,0,0.0,0.0,1e-06,0,0.1
relu__38,2683,2684,4583,4586,3211264,0.18316390387946738,0.0,0.003136,3211264,3136.0
convolution_42,2684,2686,4579,4579,12845056,0.18274614387983457,0.0,0.012544,12845056,12544.0
getitem_171,2688,-1,4579,4579,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_172,2689,-1,4579,4579,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_173,2690,-1,4579,4579,0,0.0,0.0,1e-06,0,0.1
relu__39,2692,2716,4574,4578,12845056,0.17920367990294472,0.0,0.012544,12845056,12544.0
convolution_43,2693,2695,4570,4570,3211264,0.18112857590289788,0.0,0.003136,3211264,3136.0
getitem_175,2697,-1,4570,4570,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_176,2698,-1,4570,4570,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_177,2699,-1,4570,4570,0,0.0,0.0,1e-06,0,0.1
relu__40,2700,2701,4566,4569,3211264,0.17963129589380694,0.0,0.003136,3211264,3136.0
convolution_44,2701,2703,4562,4562,3211264,0.17917971189366652,0.0,0.003136,3211264,3136.0
getitem_179,2705,-1,4562,4562,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_180,2706,-1,4562,4562,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_181,2707,-1,4562,4562,0,0.0,0.0,1e-06,0,0.1
relu__41,2708,2709,4558,4561,3211264,0.17810137590626257,0.0,0.003136,3211264,3136.0
convolution_45,2709,2711,4554,4554,12845056,0.17764012789400294,0.0,0.012544,12845056,12544.0
getitem_183,2713,-1,4554,4554,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_184,2714,-1,4554,4554,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_185,2715,-1,4554,4554,0,0.0,0.0,1e-06,0,0.1
relu__42,2717,2741,4549,4553,12845056,0.17409939191164445,0.0,0.012544,12845056,12544.0
convolution_46,2718,2720,4545,4545,3211264,0.1759792318814434,0.0,0.003136,3211264,3136.0
getitem_187,2722,-1,4545,4545,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_188,2723,-1,4545,4545,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_189,2724,-1,4545,4545,0,0.0,0.0,1e-06,0,0.1
relu__43,2725,2726,4541,4544,3211264,0.1744502079230733,0.0,0.003136,3211264,3136.0
convolution_47,2726,2728,4537,4537,3211264,0.17386959992581977,0.0,0.003136,3211264,3136.0
getitem_191,2730,-1,4537,4537,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_192,2731,-1,4537,4537,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_193,2732,-1,4537,4537,0,0.0,0.0,1e-06,0,0.1
relu__44,2733,2734,4533,4536,3211264,0.17281507192971182,0.0,0.003136,3211264,3136.0
convolution_48,2734,2736,4529,4529,12845056,0.17236428793007502,0.0,0.012544,12845056,12544.0
getitem_195,2738,-1,4529,4529,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_196,2739,-1,4529,4529,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_197,2740,-1,4529,4529,0,0.0,0.0,1e-06,0,0.1
relu__45,2742,2766,4524,4528,12845056,0.16897612794907754,0.0,0.012544,12845056,12544.0
convolution_49,2743,2745,4520,4520,3211264,0.17070604793773958,0.0,0.003136,3211264,3136.0
getitem_199,2747,-1,4520,4520,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_200,2748,-1,4520,4520,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_201,2749,-1,4520,4520,0,0.0,0.0,1e-06,0,0.1
relu__46,2750,2751,4516,4519,3211264,0.1692079359707422,0.0,0.003136,3211264,3136.0
convolution_50,2751,2753,4512,4512,3211264,0.16875711996341117,0.0,0.003136,3211264,3136.0
getitem_203,2755,-1,4512,4512,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_204,2756,-1,4512,4512,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_205,2757,-1,4512,4512,0,0.0,0.0,1e-06,0,0.1
relu__47,2758,2759,4508,4511,3211264,0.16771081596286957,0.0,0.003136,3211264,3136.0
convolution_51,2759,2761,4504,4504,12845056,0.16726243196660645,0.0,0.012544,12845056,12544.0
getitem_207,2763,-1,4504,4504,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_208,2764,-1,4504,4504,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_209,2765,-1,4504,4504,0,0.0,0.0,1e-06,0,0.1
relu__48,2767,2791,4499,4503,12845056,0.16410156793566416,0.0,0.012544,12845056,12544.0
convolution_52,2768,2770,4495,4495,3211264,0.16571619194606316,0.0,0.003136,3211264,3136.0
getitem_211,2772,-1,4495,4495,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_212,2773,-1,4495,4495,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_213,2774,-1,4495,4495,0,0.0,0.0,1e-06,0,0.1
relu__49,2775,2776,4491,4494,3211264,0.16414671993302182,0.0,0.003136,3211264,3136.0
convolution_53,2776,2778,4487,4487,3211264,0.16371862393850461,0.0,0.003136,3211264,3136.0
getitem_215,2780,-1,4487,4487,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_216,2781,-1,4487,4487,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_217,2782,-1,4487,4487,0,0.0,0.0,1e-06,0,0.1
relu__50,2783,2784,4483,4486,3211264,0.16280646391445774,0.0,0.003136,3211264,3136.0
convolution_54,2784,2786,4479,4479,12845056,0.16242262391420084,0.0,0.012544,12845056,12544.0
getitem_219,2788,-1,4479,4479,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_220,2789,-1,4479,4479,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_221,2790,-1,4479,4479,0,0.0,0.0,1e-06,0,0.1
relu__51,2792,2816,4474,4478,12845056,0.15928966392437002,0.0,0.012544,12845056,12544.0
convolution_55,2793,2795,4470,4470,3211264,0.16087670391658324,0.0,0.003136,3211264,3136.0
getitem_223,2797,-1,4470,4470,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_224,2798,-1,4470,4470,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_225,2799,-1,4470,4470,0,0.0,0.0,1e-06,0,0.1
relu__52,2800,2801,4466,4469,3211264,0.15941647990094499,0.0,0.003136,3211264,3136.0
convolution_56,2801,2803,4462,4462,3211264,0.15899555190326645,0.0,0.003136,3211264,3136.0
getitem_227,2805,-1,4462,4462,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_228,2806,-1,4462,4462,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_229,2807,-1,4462,4462,0,0.0,0.0,1e-06,0,0.1
relu__53,2808,2809,4458,4461,3211264,0.1580892798998393,0.0,0.003136,3211264,3136.0
convolution_57,2809,2811,4454,4454,12845056,0.15763583990605548,0.0,0.012544,12845056,12544.0
getitem_231,2813,-1,4454,4454,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_232,2814,-1,4454,4454,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_233,2815,-1,4454,4454,0,0.0,0.0,1e-06,0,0.1
relu__54,2817,2841,4449,4453,12845056,0.15461625595623626,0.0,0.012544,12845056,12544.0
convolution_58,2818,2820,4445,4445,3211264,0.15607123193563893,0.0,0.003136,3211264,3136.0
getitem_235,2822,-1,4445,4445,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_236,2823,-1,4445,4445,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_237,2824,-1,4445,4445,0,0.0,0.0,1e-06,0,0.1
relu__55,2825,2826,4441,4444,3211264,0.15458425593795255,0.0,0.003136,3211264,3136.0
convolution_59,2826,2828,4437,4437,3211264,0.1541767039359547,0.0,0.003136,3211264,3136.0
getitem_239,2830,-1,4437,4437,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_240,2831,-1,4437,4437,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_241,2832,-1,4437,4437,0,0.0,0.0,1e-06,0,0.1
relu__56,2833,2834,4433,4436,3211264,0.15332908795075495,0.0,0.003136,3211264,3136.0
convolution_60,2834,2836,4429,4429,12845056,0.15291043195361273,0.0,0.012544,12845056,12544.0
getitem_243,2838,-1,4429,4429,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_244,2839,-1,4429,4429,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_245,2840,-1,4429,4429,0,0.0,0.0,1e-06,0,0.1
relu__57,2842,2866,4424,4428,12845056,0.14992060794704598,0.0,0.012544,12845056,12544.0
convolution_61,2843,2845,4420,4420,3211264,0.15149462394649163,0.0,0.003136,3211264,3136.0
getitem_247,2847,-1,4420,4420,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_248,2848,-1,4420,4420,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_249,2849,-1,4420,4420,0,0.0,0.0,1e-06,0,0.1
relu__58,2850,2851,4416,4419,3211264,0.14948230400914325,0.0,0.003136,3211264,3136.0
convolution_62,2851,2853,4412,4412,3211264,0.14913948800461369,0.0,0.003136,3211264,3136.0
getitem_251,2855,-1,4412,4412,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_252,2856,-1,4412,4412,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_253,2857,-1,4412,4412,0,0.0,0.0,1e-06,0,0.1
relu__59,2858,2859,4408,4411,3211264,0.14819945600465875,0.0,0.003136,3211264,3136.0
convolution_63,2859,2861,4404,4404,12845056,0.14772431999281985,0.0,0.012544,12845056,12544.0
getitem_255,2863,-1,4404,4404,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_256,2864,-1,4404,4404,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_257,2865,-1,4404,4404,0,0.0,0.0,1e-06,0,0.1
relu__60,2867,2891,4399,4403,12845056,0.14454991999664346,0.0,0.012544,12845056,12544.0
convolution_64,2868,2870,4395,4395,3211264,0.14580422399402598,0.0,0.003136,3211264,3136.0
getitem_259,2872,-1,4395,4395,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_260,2873,-1,4395,4395,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_261,2874,-1,4395,4395,0,0.0,0.0,1e-06,0,0.1
relu__61,2875,2876,4391,4394,3211264,0.14432390400045558,0.0,0.003136,3211264,3136.0
convolution_65,2876,2878,4387,4387,3211264,0.14395744000584823,0.0,0.003136,3211264,3136.0
getitem_263,2880,-1,4387,4387,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_264,2881,-1,4387,4387,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_265,2882,-1,4387,4387,0,0.0,0.0,1e-06,0,0.1
relu__62,2883,2884,4383,4386,3211264,0.14283308801264505,0.0,0.003136,3211264,3136.0
convolution_66,2884,2886,4379,4379,12845056,0.14234464001120067,0.0,0.012544,12845056,12544.0
getitem_267,2888,-1,4379,4379,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_268,2889,-1,4379,4379,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_269,2890,-1,4379,4379,0,0.0,0.0,1e-06,0,0.1
relu__63,2892,2916,4374,4378,12845056,0.1393105600199197,0.0,0.012544,12845056,12544.0
convolution_67,2893,2895,4370,4370,3211264,0.14084960001544097,0.0,0.003136,3211264,3136.0
getitem_271,2897,-1,4370,4370,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_272,2898,-1,4370,4370,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_273,2899,-1,4370,4370,0,0.0,0.0,1e-06,0,0.1
relu__64,2900,2901,4366,4369,3211264,0.13931795202777722,0.0,0.003136,3211264,3136.0
convolution_68,2901,2903,4362,4362,3211264,0.13893356803641654,0.0,0.003136,3211264,3136.0
getitem_275,2905,-1,4362,4362,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_276,2906,-1,4362,4362,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_277,2907,-1,4362,4362,0,0.0,0.0,1e-06,0,0.1
relu__65,2908,2909,4358,4361,3211264,0.13802892802865246,0.0,0.003136,3211264,3136.0
convolution_69,2909,2911,4354,4354,12845056,0.13764521602564495,0.0,0.012544,12845056,12544.0
getitem_279,2913,-1,4354,4354,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_280,2914,-1,4354,4354,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_281,2915,-1,4354,4354,0,0.0,0.0,1e-06,0,0.1
relu__66,2917,2941,4349,4353,12845056,0.13481484801345506,0.0,0.012544,12845056,12544.0
convolution_70,2918,2920,4345,4345,3211264,0.13628275203169327,0.0,0.003136,3211264,3136.0
getitem_283,2922,-1,4345,4345,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_284,2923,-1,4345,4345,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_285,2924,-1,4345,4345,0,0.0,0.0,1e-06,0,0.1
relu__67,2925,2926,4341,4344,3211264,0.13476217604451815,0.0,0.003136,3211264,3136.0
convolution_71,2926,2928,4337,4337,3211264,0.13444358404190285,0.0,0.003136,3211264,3136.0
getitem_287,2930,-1,4337,4337,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_288,2931,-1,4337,4337,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_289,2932,-1,4337,4337,0,0.0,0.0,1e-06,0,0.1
relu__68,2933,2934,4333,4336,3211264,0.13349427203112282,0.0,0.003136,3211264,3136.0
convolution_72,2934,2936,4329,4329,12845056,0.13308160003111702,0.0,0.012544,12845056,12544.0
getitem_291,2938,-1,4329,4329,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_292,2939,-1,4329,4329,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_293,2940,-1,4329,4329,0,0.0,0.0,1e-06,0,0.1
relu__69,2942,2966,4324,4328,12845056,0.13039667201531124,0.0,0.012544,12845056,12544.0
convolution_73,2943,2945,4320,4320,3211264,0.1314551680239384,0.0,0.003136,3211264,3136.0
getitem_295,2947,-1,4320,4320,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_296,2948,-1,4320,4320,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_297,2949,-1,4320,4320,0,0.0,0.0,1e-06,0,0.1
relu__70,2950,2951,4316,4319,3211264,0.1301140160227661,0.0,0.003136,3211264,3136.0
convolution_74,2951,2953,4312,4312,3211264,0.12973504002415584,0.0,0.003136,3211264,3136.0
getitem_299,2955,-1,4312,4312,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_300,2956,-1,4312,4312,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_301,2957,-1,4312,4312,0,0.0,0.0,1e-06,0,0.1
relu__71,2958,2959,4308,4311,3211264,0.1288932160402184,0.0,0.003136,3211264,3136.0
convolution_75,2959,2961,4304,4304,12845056,0.128573824038962,0.0,0.012544,12845056,12544.0
getitem_303,2963,-1,4304,4304,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_304,2964,-1,4304,4304,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_305,2965,-1,4304,4304,0,0.0,0.0,1e-06,0,0.1
relu__72,2967,2991,4299,4303,12845056,0.12580124805145906,0.0,0.012544,12845056,12544.0
convolution_76,2968,2970,4295,4295,3211264,0.12723363203485505,0.0,0.003136,3211264,3136.0
getitem_307,2972,-1,4295,4295,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_308,2973,-1,4295,4295,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_309,2974,-1,4295,4295,0,0.0,0.0,1e-06,0,0.1
relu__73,2975,2976,4291,4294,3211264,0.12600265605398464,0.0,0.003136,3211264,3136.0
convolution_77,2976,2978,4287,4287,3211264,0.12548342406027957,0.0,0.003136,3211264,3136.0
getitem_311,2980,-1,4287,4287,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_312,2981,-1,4287,4287,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_313,2982,-1,4287,4287,0,0.0,0.0,1e-06,0,0.1
relu__74,2983,2984,4283,4286,3211264,0.12457718407013459,0.0,0.003136,3211264,3136.0
convolution_78,2984,2986,4279,4279,12845056,0.12416265607648537,0.0,0.012544,12845056,12544.0
getitem_315,2988,-1,4279,4279,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_316,2989,-1,4279,4279,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_317,2990,-1,4279,4279,0,0.0,0.0,1e-06,0,0.1
relu__75,2992,3016,4274,4278,12845056,0.12126912005082707,0.0,0.012544,12845056,12544.0
convolution_79,2993,2995,4270,4270,3211264,0.12267606404819534,0.0,0.003136,3211264,3136.0
getitem_319,2997,-1,4270,4270,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_320,2998,-1,4270,4270,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_321,2999,-1,4270,4270,0,0.0,0.0,1e-06,0,0.1
relu__76,3000,3001,4266,4269,3211264,0.1212097280437593,0.0,0.003136,3211264,3136.0
convolution_80,3001,3003,4262,4262,3211264,0.12082265603751881,0.0,0.003136,3211264,3136.0
getitem_323,3005,-1,4262,4262,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_324,3006,-1,4262,4262,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_325,3007,-1,4262,4262,0,0.0,0.0,1e-06,0,0.1
relu__77,3008,3009,4258,4261,3211264,0.11981920004659335,0.0,0.003136,3211264,3136.0
convolution_81,3009,3011,4254,4254,12845056,0.11944854404800574,0.0,0.012544,12845056,12544.0
getitem_327,3013,-1,4254,4254,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_328,3014,-1,4254,4254,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_329,3015,-1,4254,4254,0,0.0,0.0,1e-06,0,0.1
relu__78,3017,3041,4249,4253,12845056,0.11645731202536266,0.0,0.012544,12845056,12544.0
convolution_82,3018,3020,4245,4245,3211264,0.11785619204328396,0.0,0.003136,3211264,3136.0
getitem_331,3022,-1,4245,4245,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_332,3023,-1,4245,4245,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_333,3024,-1,4245,4245,0,0.0,0.0,1e-06,0,0.1
relu__79,3025,3026,4241,4244,3211264,0.11650169604853729,0.0,0.003136,3211264,3136.0
convolution_83,3026,3028,4237,4237,3211264,0.1161841280537192,0.0,0.003136,3211264,3136.0
getitem_335,3030,-1,4237,4237,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_336,3031,-1,4237,4237,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_337,3032,-1,4237,4237,0,0.0,0.0,1e-06,0,0.1
relu__80,3033,3034,4233,4236,3211264,0.11523171204165557,0.0,0.003136,3211264,3136.0
convolution_84,3034,3036,4229,4229,12845056,0.11484713603765706,0.0,0.012544,12845056,12544.0
getitem_339,3038,-1,4229,4229,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_340,3039,-1,4229,4229,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_341,3040,-1,4229,4229,0,0.0,0.0,1e-06,0,0.1
relu__81,3042,3066,4224,4228,12845056,0.11214012802229267,0.0,0.012544,12845056,12544.0
convolution_85,3043,3045,4220,4220,3211264,0.11362297602393666,0.0,0.003136,3211264,3136.0
getitem_343,3047,-1,4220,4220,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_344,3048,-1,4220,4220,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_345,3049,-1,4220,4220,0,0.0,0.0,1e-06,0,0.1
relu__82,3050,3051,4216,4219,3211264,0.11220137601555326,0.0,0.003136,3211264,3136.0
convolution_86,3051,3053,4212,4212,3211264,0.11186876802239568,0.0,0.003136,3211264,3136.0
